smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1,0,10,O=C1NC(=O)C(c2ccccc2)C(=O)N1
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,1,0,11,O=C(NNC(=O)c1ccccc1)c1ccccc1
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,1,0,11,O=C(NNC(=O)c1ccccc1)c1ccccc1
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0,1,10,O=C(NNC(=O)c1ccccc1)c1ccccc1
C1CCCNCC1,0,1,11,C1CCCNCC1
O=NN1CCCCCC1,0,1,12,C1CCCNCC1
CCSC(=O)N1CCCCCC1,0,1,12,C1CCCNCC1
Cc1ccc2ccc3cccc4ccc1c2c34,1,0,12,c1cc2ccc3cccc4ccc(c1)c2c34
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,1,0,7,c1cc2ccc3cccc4ccc(c1)c2c34
Oc1ccc2ccc3cccc4ccc1c2c34,1,0,8,c1cc2ccc3cccc4ccc(c1)c2c34
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1,0,12,O=S(=O)(Nc1nccs1)c1ccccc1
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,1,12,O=S(=O)(Nc1nccs1)c1ccccc1
O=C(O)C=CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,1,10,O=S(=O)(Nc1nccs1)c1ccccc1
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1,0,9,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,1,0,8,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1,0,12,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,0,0,7,c1ccc(-c2ccc3ccccc3n2)cc1
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1,0,10,c1ccc(-c2ccc3ccccc3n2)cc1
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,0,0,2,c1ccc(-c2ccc3ccccc3n2)cc1
C1=CC2C3C=CC(C3)C2C1,0,1,12,C1=CC2C3C=CC(C3)C2C1
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,1,0,9,C1=CC2C3C=CC(C3)C2C1
CC1=CC2C3CC(C=C3C)C2C1,1,0,12,C1=CC2C3C=CC(C3)C2C1
CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,1,0,9,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21,1,0,12,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,1,0,11,O=C1OC(c2ccccc2)(c2ccccc2)c2ccccc21
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,0,1,12,C1C[C@H]2OCC[C@H]2O1
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,1,11,C1C[C@H]2OCC[C@H]2O1
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,0,1,10,C1C[C@H]2OCC[C@H]2O1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,0,10,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,0,12,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,1,0,10,O=C1CCC[C@@H](CC[C@H]2CC=CC3=CCCC[C@@H]32)O1
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0,0,9,c1ccc(-c2cn3ccccc3n2)cc1
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,0,0,1,c1ccc(-c2cn3ccccc3n2)cc1
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1,0,10,c1ccc(-c2cn3ccccc3n2)cc1
C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,1,0,8,c1ccc(CCCCc2ccccc2)cc1
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,1,0,8,c1ccc(CCCCc2ccccc2)cc1
OC[C@H](Cc1cccc(O)c1)[C@H](CO)Cc1cccc(O)c1,0,0,7,c1ccc(CCCCc2ccccc2)cc1
CCN1C(=O)NC(c2ccccc2)C1=O,0,1,10,O=C1NC(=O)C(c2ccccc2)N1
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0,1,12,O=C1NC(=O)C(c2ccccc2)N1
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2,0,1,11,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)N2)c1ccccc1
COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1OC(=O)c1ccccc1)N2C,0,1,10,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)N2)c1ccccc1
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,0,7,O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1
CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,0,8,O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,1,0,10,O=C(Oc1ccc2ccccc2c1)c1ccccc1
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,0,1,10,O=C(Oc1ccc2ccccc2c1)c1ccccc1
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,0,11,c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,1,0,9,c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0,0,9,c1ccc2c(c1)CC(N1CCNCC1)c1ccccc1S2
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,5,c1ccc2c(c1)CC(N1CCNCC1)c1ccccc1S2
CC1COc2ccccc2N1,1,0,10,c1ccc2c(c1)NCCO2
CC1COc2ccccc2N1C(=O)C(Cl)Cl,1,0,9,c1ccc2c(c1)NCCO2
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0,1,12,O=S1(=O)CCCc2ccsc21
C[C@H]1C[C@H](O)c2ccsc2S1(=O)=O,0,0,2,O=S1(=O)CCCc2ccsc21
CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,0,1,10,C1=C(/C=C/C=C/C=C/C=C/C=C\C=C\C=C\C=C\C=C\C2=CCCCC2)CCCC1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,0,1,10,C1=C(/C=C/C=C/C=C/C=C/C=C\C=C\C=C\C=C\C=C\C2=CCCCC2)CCCC1
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,1,0,10,O=C(OC1CCCCC1)c1ccccc1
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,1,0,12,O=C(OC1CCCCC1)c1ccccc1
CC1=CC(C)(C)Nc2ccccc21,1,0,12,C1=Cc2ccccc2NC1
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,1,0,10,C1=Cc2ccccc2NC1
O=C(Oc1ccccc1)Oc1ccccc1,0,1,12,O=C(Oc1ccccc1)Oc1ccccc1
COc1ccccc1OC(=O)Oc1ccccc1OC,0,1,12,O=C(Oc1ccccc1)Oc1ccccc1
O=C([O-])CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O,0,0,9,C(=C/C1CCCC1)\CCOc1ccccc1
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,1,0,8,C(=C/C1CCCC1)\CCOc1ccccc1
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,1,12,O=S1(=O)NC=Nc2ccccc21
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0,1,12,O=S1(=O)NC=Nc2ccccc21
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,1,0,11,C1=CC(=C(c2ccccc2)c2ccc(NCc3ccccc3)cc2)C=CC1=[NH+]Cc1ccccc1
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1,0,0,9,C1=CC(=C(c2ccccc2)c2ccc(NCc3ccccc3)cc2)C=CC1=[NH+]Cc1ccccc1
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0,1,10,O=C1C[C@H](c2ccccc2)Sc2ccccc2N1
COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1,0,0,2,O=C1C[C@H](c2ccccc2)Sc2ccccc2N1
CC(=O)NC1CCSC1=O,0,1,12,O=C1CCCS1
O=C(O)CSCC(=O)NC1CCSC1=O,0,1,12,O=C1CCCS1
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1,0,6,O=C1O[C@H]2C[C@@H](CC=C[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)CC=CC=C3CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(C=CCCO1)C2
CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1,0,11,O=C1O[C@H]2C[C@@H](CC=C[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)CC=CC=C3CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(C=CCCO1)C2
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,0,0,7,c1ccc2c(C[C@H]3CC4CCN3CC4)ccnc2c1
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1,0,11,c1ccc2c(C[C@H]3CC4CCN3CC4)ccnc2c1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,1,11,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,9,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2
O=S1(=O)CCCC1,0,1,12,O=S1(=O)CCCC1
O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,1,0,5,O=S1(=O)CCCC1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0,0,5,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,0,1,11,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0,1,12,O=C1C=C2C(CCC3CCCC[C@@H]23)C2CC[C@H]3C[C@@H](O[C@H]4OCCC[C@H]4O[C@H]4CCCCO4)CCC3[C@@H]12
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,1,0,12,O=C1C=C2C(CCC3CCCC[C@@H]23)C2CC[C@H]3C[C@@H](O[C@H]4OCCC[C@H]4O[C@H]4CCCCO4)CCC3[C@@H]12
CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,1,0,12,C1CC[C@]2(CO2)[C@@H](C2CO2)C1
CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@]1(C)O[C@@H]1CC=C(C)C,1,0,8,C1CC[C@]2(CO2)[C@@H](C2CO2)C1
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0,1,12,C1CCC(O[C@@H]2CCCCO2)CC1
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,1,0,10,C1CCC(O[C@@H]2CCCCO2)CC1
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,0,12,O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2
C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0,1,10,O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0,1,10,C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1.C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,1,0,9,C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1.C1CCC(O[C@@H]2OCC[C@H]2O[C@H]2CCCCO2)CC1
Cc1cccc(Cc2c[nH]cn2)c1C,0,0,8,c1ccc(Cc2c[nH]cn2)cc1
Cc1cccc(C(C)c2c[nH]cn2)c1C,1,0,10,c1ccc(Cc2c[nH]cn2)cc1
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0,1,12,c1ccc(CN2CCCCC2)cc1
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1,0,12,c1ccc(CN2CCCCC2)cc1
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,0,1,12,c1ccc(C2CCCC2)cc1.c1ccc(C2CCCC2)cc1
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0,0,8,c1ccc(C2CCCC2)cc1.c1ccc(C2CCCC2)cc1
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0,1,11,O=C(Nc1ccccc1)[C@@H]1CCCCN1
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0,1,11,O=C(Nc1ccccc1)[C@@H]1CCCCN1
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0,1,12,O=C1NCc2cncn2-c2ccccc21
CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,0,1,11,O=C1NCc2cncn2-c2ccccc21
Cc1cc(C)nc(Nc2ccccc2)n1,1,0,10,c1ccc(Nc2ncccn2)cc1
CC#Cc1cc(C)nc(Nc2ccccc2)n1,1,0,9,c1ccc(Nc2ncccn2)cc1
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,0,1,12,O=C1CCCC(=O)C1C(=O)c1ccccc1
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,1,0,12,O=C1CCCC(=O)C1C(=O)c1ccccc1
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,0,12,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0,0,9,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1,0,12,O=S(=O)(Nc1ccno1)c1ccccc1
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,0,0,2,O=S(=O)(Nc1ccno1)c1ccccc1
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,1,0,10,c1ccc2[s+]c3ccccc3nc2c1
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,1,0,9,c1ccc2[s+]c3ccccc3nc2c1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,0,7,N=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,0,6,N=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,1,0,9,c1ccc2c(c1)C[C@@H]1NCC[C@]23CCCC[C@H]13
Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,0,0,9,c1ccc2c(c1)C[C@@H]1NCC[C@]23CCCC[C@H]13
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,0,1,10,O=C(Cc1cccs1)NC1C(=O)N2C=CCS[C@H]12
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0,1,12,O=C(Cc1cccs1)NC1C(=O)N2C=CCS[C@H]12
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0,0,1,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0,1,12,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,0,0,1,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,1,0,5,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1
CN1C(=O)CC(C)(c2ccccc2)C1=O,0,1,12,O=C1CC(c2ccccc2)C(=O)N1
CN1C(=O)CC(c2ccccc2)C1=O,0,1,11,O=C1CC(c2ccccc2)C(=O)N1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,0,1,11,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1,0,8,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1O2
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1,0,8,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1,0,10,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],1,0,10,N=C(C(=O)N[C@H]1CNC1=O)c1cscn1
C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,1,12,N=C(C(=O)N[C@H]1CNC1=O)c1cscn1
C/C(=N\Cc1ccccc1)c1ccccc1O,0,1,10,C(=NCc1ccccc1)c1ccccc1
Oc1ccccc1C=NCc1ccccc1,0,0,2,C(=NCc1ccccc1)c1ccccc1
CCCC(C)(COC(N)=O)COC(=O)NC1CC1,0,0,9,C1CC1
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-],0,1,10,C1CC1
C1CSCCS1,0,1,11,C1CSCCS1
CC1(O)CSC(C)(O)CS1,0,0,7,C1CSCCS1
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0,0,9,O=c1ncncn1[C@H]1CCCO1
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,0,10,O=c1ncncn1[C@H]1CCCO1
S=C(Nc1ccccc1)Nc1ccccc1,1,0,10,S=C(Nc1ccccc1)Nc1ccccc1
CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,1,0,10,S=C(Nc1ccccc1)Nc1ccccc1
CCOC(=O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)c(-c4cccc(CC(=O)OCC)c4)c3)ccc2O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)c1,0,1,10,c1ccc(-c2cc(CCCCCCc3ccc(O[C@@H]4CCCCO4)c(-c4ccccc4)c3)ccc2O[C@@H]2CCCCO2)cc1
O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,0,1,12,c1ccc(-c2cc(CCCCCCc3ccc(O[C@@H]4CCCCO4)c(-c4ccccc4)c3)ccc2O[C@@H]2CCCCO2)cc1
CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2,0,1,11,c1ccc2cccc-2cc1
Cc1ccc(C(C)C)cc2c(C)ccc1-2,0,0,1,c1ccc2cccc-2cc1
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,1,0,12,C=C(C(=C)c1ccccc1)c1ccccc1
C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,1,0,2,C=C(C(=C)c1ccccc1)c1ccccc1
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,0,1,11,O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0,0,8,O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1
O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,1,0,7,O=C(Nc1ccccc1)C1CC1
O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,1,0,9,O=C(Nc1ccccc1)C1CC1
CC(C)NCC(O)COc1ccccc1-n1cccc1,0,0,8,c1ccc(-n2cccc2)cc1
Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1,0,0,1,c1ccc(-n2cccc2)cc1
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,0,1,11,c1cn([C@H]2CCCO2)cn1
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,0,0,2,c1cn([C@H]2CCCO2)cn1
CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,1,0,8,C(=Cn1cncn1)c1ccccc1
Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,1,0,12,C(=Cn1cncn1)c1ccccc1
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,0,0,2,c1ccc(CCN2CCC(c3ccccc3)CC2)cc1
CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,0,1,11,c1ccc(CCN2CCC(c3ccccc3)CC2)cc1
